scenario,level,level_name,hp,damage,agility,speed,armor_value,weapon,battles,actions_mean,rounds_mean,rounds_median,rounds_p10,rounds_p90,rounds_min,rounds_max,draw_rate,ttk_analytic,notes
armed-milestone,10,筑基初期,235,37,14,9,10,鬼影灵匕,2000,2.3,1.4,1,1.0,2.0,1,3,0.0,2.67,装备 鬼影灵匕
armed-milestone,20,金丹初期,385,67,24,14,100,修罗皇匕,2000,1.06,1.0,1,1.0,1.0,1,2,0.0,0.7,装备 修罗皇匕
armed-milestone,30,元婴初期,535,97,34,19,400,虚空道匕,2000,1.06,1.0,1,1.0,1.0,1,2,0.0,0.27,装备 虚空道匕
armed-milestone,40,化神初期,685,127,44,24,2000,鸿蒙断魂匕,2000,1.04,1.0,1,1.0,1.0,1,2,0.0,0.08,装备 鸿蒙断魂匕
armed-milestone,50,炼虚初期,835,157,54,29,2000,鸿蒙断魂匕,2000,1.06,1.0,1,1.0,1.0,1,2,0.0,0.1,装备 鸿蒙断魂匕
armed-milestone,60,合体初期,985,187,64,34,2000,鸿蒙断魂匕,2000,1.04,1.0,1,1.0,1.0,1,2,0.0,0.12,装备 鸿蒙断魂匕
armed-milestone,70,大乘初期,1135,217,74,39,2000,鸿蒙断魂匕,2000,1.06,1.0,1,1.0,1.0,1,2,0.0,0.13,装备 鸿蒙断魂匕
armed-milestone,80,渡劫初期,1285,247,84,44,2000,鸿蒙断魂匕,2000,1.05,1.0,1,1.0,1.0,1,2,0.0,0.15,装备 鸿蒙断魂匕
armed-milestone,90,地仙初期,1435,277,94,49,2000,鸿蒙断魂匕,2000,1.05,1.0,1,1.0,1.0,1,2,0.0,0.17,装备 鸿蒙断魂匕
armed-milestone,99,地仙九阶,1570,304,103,54,2000,鸿蒙断魂匕,2000,1.06,1.0,1,1.0,1.0,1,2,0.0,0.18,装备 鸿蒙断魂匕
