domain,scene,level_band,state,route,variant_no,text,tone_tier,narrative_status,note,group
adventure_event,trade_windfall,通用,中州,通用,11,"中州的旧市摆在遗迹入口边上，卖的都是从里头掏出来的东西。
你在一个沉默的摊子前停下，摊主面前摆着一截断简。
你认出简上的字迹与白天看的古碑同源，便买了下来——夜里对读，果然补上了碑文缺的一角。
这趟中州，来得值。
---",玩梗灰,定稿,碑林旧市,
adventure_event,ambush_fail,练气-筑基,通用,通用,01,"山道最窄的那段，两边草棵子同时响——你心里咯噔一下，人已经扑过来了。
你护住要害滚下路基，背上一凉一热，是见了血。
你爬起来就跑，没回头——跑得掉，才算没白挨这一刀。",正经,定稿,山道截杀,
adventure_event,ambush_fail,金丹-元婴,通用,通用,02,"你在坊市露了财，出城便被人缀上，行到无人处，三道人影截在前后。
你没争胜，把最惹眼的那件东西扔了过去：""拿去，别跟了。""
对方掂了掂，收刀退走——你知道这梁子没完，但今晚的命，是保住了。",正经,定稿,夺宝劫修,
adventure_event,ambush_fail,练气-筑基,通用,通用,03,"破庙里的烟不对劲，你闻到一丝甜味时，脚已经发软。
你撕下衣角捂住口鼻，循着记忆往门的方向摸——身后响起脚步声，一下，又一下。
你撞出门去，在野地里趴了半宿，吐了两回，才算把命吐回来。",正经,定稿,毒烟迷阵,
adventure_event,ambush_fail,金丹-元婴,通用,通用,04,"后半夜，枕边的剑先于你醒来，嗡地一颤——替你磕偏了一道冷光。
你翻身而起时，帐外已经乱作一团，你护着要害滚出战圈。
天亮清点，行囊少了一半，命还在——夜袭的人，比你更怕天亮。",正经,定稿,夜袭,
adventure_event,ambush_fail,通用,通用,通用,05,"你被人算计了——先是宿营地外被引来的妖兽冲营，你带伤杀退；接着""恰巧""有人路过，把你重伤的消息""顺手""传了出去。
仇家闻风而来，你在床上躺了半个月，才养回能走路。
这笔账你记下了：刀没砍在明处，才算最狠的刀。",正经,定稿,借刀杀人,
adventure_event,ambush_fail,通用,沧州,通用,06,"血色峡谷的乱局里，劫修比妖兽还多——你亲眼看见血魔宗的弟子，当街强征一个老散修的行囊。
你低头绕路，老散修的眼神在你背后烧了一路。
沧州的规矩你懂：管闲事的人，坟头草都埋两茬了。",正经,定稿,乱局与血魔弟子,
adventure_event,ambush_fail,通用,蛮州,通用,07,"蛮州的截杀藏在瘴气里——你正低头看着脚下，一支吹箭擦着耳朵钉进树身。
你滚进乱石堆，伏了半个时辰，才等对方先不耐烦。
拔箭时你发现箭头淬了东西——蛮州人行事的道理，连你的退路一起算进去了。",正经,定稿,瘴气截杀,
adventure_event,ambush_fail,通用,朔州,通用,08,"朔州的白毛风一起，三步外看不见人——劫道的就藏在这三步里。
你被从背后撂倒，抢走了半袋干粮和一件御寒的皮袄。
你在雪里爬了半里地，找到一户猎户人家，才算没冻死在路上。",正经,定稿,雪原劫道,
adventure_event,ambush_fail,通用,青州,通用,09,"青州的海路上不太平，船行到外海，三条快船从雾气里压上来。
你护着货舱退到船尾，挨了一记闷棍，掉进海里。
你在水里泡到天黑，抱住一块破船板，被潮水送回岸边——海寇劫货，不追落水的人。",正经,定稿,海寇,
adventure_event,ambush_fail,通用,中州,通用,10,"你刚从遗迹里出来就被人盯上了——那人跟了你三条街，在巷口动了手。
你护着怀里的东西挨了两下，撞翻一溜摊子脱身。
夜里你换了住处，把东西换了三处藏：中州的地界，宝贝烫手。",正经,定稿,遗迹夺宝,
adventure_event,ambush_fail,通用,云州,通用,11,"你在山脚客栈睡醒，包袱边多了一只布袋——里面是巡山弟子正在追查的失物。
你还没来得及开口，门外的脚步声已经近了。
好在守山师兄认得出你，三言两语说清了事——但那双隔着人群看你的眼睛，你记住了。
---",正经,定稿,栽赃,
adventure_event,lost_in_fog,练气-筑基,通用,通用,01,"雾从谷底漫上来，像一口锅盖，把整条路盖得严严实实。
你停住脚，不敢再走——雾里看不清三步外，走错一步就是崖。
你靠着山壁坐下，等雾散；雾没散，天先黑了。",正经,定稿,古雾吞路,
adventure_event,lost_in_fog,金丹-元婴,通用,通用,02,"雾里忽然浮现一座熟悉的院子——是幼时住过的地方，连门口的石阶都一模一样。
你明知是假，还是朝前迈了一步；这一步，脚下的路塌了半尺。
你抓住崖边的藤蔓荡回来，那院子像水波一样散了。",正经,定稿,幻境错步,
adventure_event,lost_in_fog,练气-筑基,通用,通用,03,"雾深处悬着几点鬼火，明明灭灭，像在等谁跟上。
你跟了一段，忽然发觉鬼火引的方向，正对着风鸣水响的断崖。
你停下来，鬼火也停下来，像是回头看了你一眼，才缓缓熄了。
那一眼的意思，你过了很久才想明白。",正经,定稿,鬼火引路,
adventure_event,lost_in_fog,金丹-元婴,通用,通用,04,"雾里有人叫你的名字——声音和你娘亲一模一样，带着哭腔。
你站住了，指节捏得发白，到底没有应声。
那声音又叫了几遍，渐渐远了；你才敢顺着自己的心跳，一步一步走回来。",正经,定稿,雾中回声,
adventure_event,lost_in_fog,通用,通用,通用,05,"雾最浓的时候，你索性闭上眼睛，不再听那些有的没的响动。
你只记着自己的呼吸，一步，一步，踩实了再迈下一步。
再睁眼时，雾已经薄了——你站在正确的路上，一分没偏。",正经,定稿,破雾守心,
adventure_event,lost_in_fog,通用,中州,通用,06,"中州的煞气雾带着旧战场的余温，吸一口，喉咙里像含着铁锈。
你撕了衣角浸水捂住口鼻，贴着断墙根摸路，脚下踩着不知年月的碎甲。
雾散时你吐出一口带灰的唾沫——这地方，死了都不得安生。",正经,定稿,战场煞气雾,
adventure_event,lost_in_fog,通用,朔州,通用,07,"朔州的寒雾冻得结冰，你走出去半里，眉梢就挂了霜。
你不敢生火，怕雾里藏着听动静的东西。
你抱着剑在雪窝子里蹲了一夜，天亮时，雾和你的手脚一样，冻得硬邦邦。",正经,定稿,寒雾,
adventure_event,lost_in_fog,通用,蛮州,通用,08,"蛮州的雾是绿的，带着草叶腐烂的甜腥。
你撕了两片解毒的叶子含在嘴里，顺着水流的方向走。
水声尽头是一户猎户的棚屋——老猎手看见你，只说了句：""命硬。""",正经,定稿,瘴雾,
adventure_event,lost_in_fog,通用,青州,通用,09,"青州的海雾说来就来，白茫茫一片，分不清哪是海、哪是岸。
渔家的规矩：雾里看灯，灯在船在。
你跟着远处的渔火走了一夜，天亮时，正靠在码头的木桩上。",正经,定稿,海雾,
adventure_event,lost_in_fog,通用,云州,通用,10,"云州的山雾起来快，散得也快，只在沟谷里赖着不走。
你摸黑下坡，听见晨钟隔着雾传来，一下，又一下。
你顺着钟声走，果然在雾散前找到了路——山门的钟，从来不骗人。",正经,定稿,山雾,
adventure_event,lost_in_fog,通用,沧州,通用,11,"沧州的雾里裹着沙，打在脸上生疼，像被谁扬了一把磨刀的细沙。
你眯着眼压低身形，随着风吹的方向挪——沙雾来得急，去得也急。
等风转过去，你已经在峡谷的另一头，灰头土脸，但全须全尾。
---",正经,定稿,沙雾,
adventure_event,elder_guidance,通用,通用,通用,01,"玄诚子考校你三问，你答对两问半。
他捻须半晌，丢下一句""还算可教""，
却把一枚聚气丹留在了石桌上。",正经,定稿,考校,sect_qingyun
adventure_event,elder_guidance,金丹-元婴,通用,通用,02,"玄诚子把手按在你背上，一缕温和平稳的力道顺着经脉淌下去——像引水入渠，不催不赶。
你闭目跟了一个周天，再睁眼时，窗外已经换了季的光。
他收回手，声音里听不出疲意：""路，我给你指了；走，是你自己的事。""",正经,定稿,传功画面,sect_qingyun
adventure_event,elder_guidance,练气-筑基,通用,通用,03,"你在后山枯坐了三天，想不通一处关窍。
玄诚子路过，看了一眼你面前摊开的功法，只说了一句：""你问错了题。""
你愣了很久，忽然从头翻起——果然，是题错了。",正经,定稿,悟道指点,sect_qingyun
adventure_event,elder_guidance,练气-筑基,通用,通用,04,"演武场上，玄诚子亲自示范了一趟拳架，不快，但每一步都像量过。
他收势时气息不喘：""架子是地基，地基歪一寸，楼歪一丈。""
你照着他的架子走了三遍，第三遍才摸到一点他刚才的意思。",正经,定稿,演武示范,sect_qingyun
adventure_event,elder_guidance,金丹-元婴,通用,通用,05,"下山前夜，玄诚子把你叫到跟前，沉默许久，只说：""莫负了这身修为。""
你等他再说点什么，他却已经转身走了，灯影里只剩一句：""有事，就回来。""
你对着他的背影深深一揖——这句话，比功法重。",正经,定稿,赠言,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,06,"青云门的山门石阶九百级，你每次回来，都数着走完。
守门弟子朝你点头，你回礼，一步跨进山门——山里的风，都比山外的净。
门内有人喊你，回头，是当年一起挨过训的旧识。",正经,定稿,山门,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,07,"演武场的青砖被踩得发亮，晨练的弟子们正排着队形走拳。
你站在场边看了一会儿，有人招呼你下场过两招。
你笑着摆手——当年你也这么招呼过别人，如今换了身份，滋味不一样。",正经,定稿,演武场,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,08,"藏经阁的楼梯吱呀响，守阁的老修士头也不抬，只把手里的书往桌上一扣。
你按规矩交了牌子，借出那卷惦记许久的残篇。
出来时，老修士掀了掀眼皮：""记得还。上一位借走的，还没还。""",正经,定稿,藏经阁,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,09,"膳堂开饭的钟一响，弟子们从各条道上涌出来，比演武还齐整。
你端着碗坐在长条凳上，听隔壁桌聊山下新起的传闻。
云州的饭食算不上多讲究，但这一碗，比你在山下吃的都踏实。",正经,定稿,膳堂,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,10,"青云门的药圃在朝阳坡上，一垄一垄，比山下的庄稼还齐整。
管圃的师弟塞给你一篮新摘的草药：""师兄顺路，带一程。""
你拎着篮子出山门，药香一路跟着你走了十里。",正经,定稿,药圃,sect_qingyun
adventure_event,elder_guidance,通用,云州,通用,11,"后山的老松树下，是你当年背书练功的地方，树皮上还留着旧刻痕。
你伸手描了描那道痕——比记忆里浅了，也旧了。
风过松林，你把旧刻痕轻轻描完：山还是那座山，人已经不是当年的人。
---",正经,定稿,后山,sect_qingyun
adventure_event,sect_errand,通用,通用,通用,01,"执事堂里，清微道长的算盘打得噼啪响，头也不抬：""山门前新到了一批货，你去接。""
你领了牌子要走，他又补一句：""路费先记账上，回来一并算。""
差事归差事，账归账——执事堂的规矩，比山规还细。",正经+冷幽默,定稿,派差,sect_qingyun
adventure_event,sect_errand,练气-筑基,通用,通用,02,"你抱着卷宗在山道上跑，半路下起雨，你护着卷宗躲进亭子。
亭子里有个赶路的散修，看见你的腰牌，眼睛一亮：""青云门的？打听个事——""
你笑着摇头：""差事在身，改日再说""——消息比腿快，嘴要比腿慢。",正经,定稿,跑腿路上,sect_qingyun
adventure_event,sect_errand,金丹-元婴,通用,通用,03,"库房的账目对不上，清微道长把两本账簿推到你面前：""你复核。""
你从日中查到日落，在第三页夹缝里找出一笔漏记的墨迹。
清微道长接过看了半晌，破天荒夸了一句：""眼还行。""又补一句：""再查一遍。""",正经+冷幽默,定稿,复核账目,sect_qingyun
adventure_event,sect_errand,练气-筑基,通用,通用,04,"山门口，一个新入门的师弟被杂役为难，涨红了脸说不出话。
你上前两步，把师弟拉到自己身后：""他的差事，我替他跑一趟。""
杂役看了看你的腰牌，没再说什么——后来师弟送来一壶新茶，你收下了。",正经,定稿,替人解围,sect_qingyun
adventure_event,sect_errand,金丹-元婴,通用,通用,05,"你回执事堂交差，清微道长把差事单从头到尾勾了一遍。
末了他拨了拨算盘，报了个数，又添一句：""这趟辛苦，多记半日休沐。""
你领了半日休沐正要走，门口又有人递来一张新差事单——清微道长隔着窗补一句：""休沐从明天起。""",正经+冷幽默,定稿,交差领赏,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,06,"山门货栈的货一到，执事堂的差事就多——你这一天，光搬箱子就搬了三趟。
管库的师兄塞给你两个热馒头：""垫垫，晚上还有一船。""
你啃着馒头坐在货箱上，看晚霞给山门镀了层金边——日子琐碎，却安稳。",正经,定稿,山门货栈,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,07,"账房的灯亮到四更，你陪清微道长把最后一笔账轧平。
他起身时晃了晃脖子，难得说了句人话：""你比上一任强。""
你心说上一任大概是累跑的，嘴上答：""应该的。""",正经+冷幽默,定稿,账房,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,08,"膳堂缺人手，你被派去帮了一天的厨——切菜切得手酸，练剑都没这么累。
掌勺的师父尝了你调的味，评价是：""能吃。""
""能吃""两个字，在膳堂已算难得的好话。",正经+冷幽默,定稿,膳堂帮工,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,09,"你被派去药圃轮值，管圃的师弟给你列了一串禁忌，末尾郑重其事：""别浇错水。""
你照看了一整天，临了才发现——他把最娇贵的那畦，悄悄留给了你。
你蹲在那畦药前笑了半天：这差事，分明是有人疼你。",正经,定稿,药圃轮值,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,10,"后山巡夜是执事堂最清闲也最熬人的差事——一夜无事，就是最好的事。
你提着灯笼绕了两圈，在山道边遇上一只迷路的羊，顺手牵回山下。
第二天，农户提着一篮鸡蛋上山谢你。清微道长在旁看着，没说话——但你的差事单上，多批了一行字。",正经,定稿,后山巡夜,sect_qingyun
adventure_event,sect_errand,通用,云州,通用,11,"月末交卸差事牌子，清微道长把牌子收进匣子，又推出一只小银盒：""这个月的例钱。""
你接过来，没当场打开——回到住处才看，里面比说好的多了些。
执事堂的账从不出错；会错的都是人——今晚这笔，你收进心里了。
---",正经+冷幽默,定稿,交卸牌子,sect_qingyun
adventure_event,sect_duel,练气-筑基,通用,通用,01,"钟声响过三遍，演武场列队点名，轮到你时，教习师兄顿了顿：""又迟到？""
你举手：""在药圃帮工，不算迟到。""
师兄点点头，在名册上记下一行：""药圃帮工，罚扫演武场三日。""",正经+冷幽默,定稿,校场点名,sect_qingyun
adventure_event,sect_duel,通用,通用,通用,02,"演武场上，师兄朝你抱拳，你也回礼——剑还没出鞘，你已经知道他快了多少。
三招过后你被震退两步，他收剑：""架子稳了，力气还差一截。""
他拍拍你肩膀：""回去再练三个月，输的那杯茶，我先记在账上。""",正经,定稿,与师兄过招,sect_qingyun
adventure_event,sect_duel,金丹-元婴,通用,通用,03,"连胜两场，演武场边看的人越来越多——第三场，你打的是两位同门的联手。
你以一敌二，最后一击收在对方衣角前一寸，场边静了一瞬，又炸开叫好。
你抱拳下场——赢的不是胜负，是让他们记住了你的名字。",正经,定稿,车轮战被围观,sect_qingyun
adventure_event,sect_duel,练气-筑基,通用,通用,04,"新入门的师弟举着剑，认真得浑身都在使劲，你陪他喂了半个时辰的招。
他一剑刺来，你侧身让过，顺势点了点他手肘：""这儿，松一点。""
师弟一剑递得果然顺了——然后一转身，把招式忘了个干净。",正经+冷幽默,定稿,陪新师弟喂招,sect_qingyun
adventure_event,sect_duel,金丹-元婴,通用,通用,05,"入夜，你在演武场角落自己复盘今日的过招，一板一眼重走拳架。
教习师兄不知何时站在场边看完了全程：""输的那招，你自己找着了？""
你点头，他难得笑了一下：""找着了，就不算白输——明天，我陪你过。""",正经,定稿,收功复盘,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,06,"讲法堂每月开讲一回，座满时连门槛上都坐着人——你挤不到前排，就站在梁柱边听。
长老讲的是最基础的吐纳，可你越听越觉得，自己平日练的，漏了半个呼吸。
散堂后你追出去问，长老只回一句：""听进去了，就是你的。""",正经,定稿,讲法堂,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,07,"执事派你去祖师堂清扫，你跪在蒲团上，把供桌擦了一上午。
守堂的老修士全程盯着你擦完，才慢悠悠点头：""祖师爷看了一上午，说你擦得还算干净。""
你出门没走两步，听见他在身后小声补了句：""其实祖师爷哪会说话——这话是我说的。""",正经+冷幽默,定稿,祖师堂,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,08,"你在思过崖面壁三日，崖上风硬，吹得你满脑子都是招式——倒是把一招卡了半月的剑法想通了。
下山时遇见同样来思过的师兄，两人对视，谁也没问对方犯了什么事。
山规如山，但思过崖的风，从来不传闲话。",正经,定稿,思过崖,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,09,"灵泉边的石凳是演武弟子疗伤的老位置，你霸占了一个时辰，泉水换了三回。
有师兄路过：""伤得重？""你摇头，他立刻放心地占了另一头：""那正好，我伤得也不重。""
宗门惯例：伤轻的让座，伤重的装没事——今天你俩，谁都没问对方伤在哪。",正经+冷幽默,定稿,灵泉,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,10,"竹林深处藏着一片练剑的空地，落叶积了半尺，踩上去沙沙响。
你在这里练了整整一个下午的劈砍，把一棵老竹砍出了三道白痕。
临走你把白痕拂了拂——竹子记性差，明日再来，它还是新的。",正经,定稿,竹林,sect_qingyun
adventure_event,sect_duel,通用,云州,通用,11,"演武场正中的比武台，只有每月大比才开——你路过时，台上正空着。
守台的老执事见你盯着看，招手：""上来试试？摔了不丢人，台边没人看。""
你跳上台站了一会儿，被山风灌得打了个激灵——下来时，老执事已经在名册上给你记了大比的名。
---",正经+冷幽默,定稿,比武台,sect_qingyun
adventure_event,sect_trial,练气-筑基,通用,通用,01,"执事堂的差事单递到你手里时，窗外山雾还没散——你领了牌子，把单子折好收进怀里。
下山的路你走过百回，这一回腰牌换了新的，步子也换了新的。
山门在身后合拢，你回头看了一眼：门里的事，回来再算。",正经,定稿,领命下山,sect_qingyun
adventure_event,sect_trial,金丹-元婴,通用,通用,02,"官道边，一个赶车的老人正对着陷进泥里的车轮发愁，你路过，弯腰搭了把手。
车出了泥，老人千恩万谢，非要问你姓名：""是哪家的仙长？""
你摆手：""青云门的。""——报宗门名号时，你第一次觉得腰牌沉甸甸的。",正经,定稿,途中遇凡人求助,sect_qingyun
adventure_event,sect_trial,通用,通用,通用,03,"两州交界的官道上，你撞见一队他宗弟子，双方隔着道互相打量。
对方领头的抱拳：""青云门的？""你抱拳回礼：""路过，借道。""
江湖规矩：出门办差的遇上出门办差的，能不打就不打——一个比一个急着回山。",正经+冷幽默,定稿,过他宗地界,sect_qingyun
adventure_event,sect_trial,练气-筑基,通用,通用,04,"山脚市集逢五开集，你挤在人堆里，按单子采办宗门的份例——盐、布、笔墨，还有一篓新炭。
摊主见你腰牌，把秤杆抹得高高的：""青云门的，便宜些——下回还来我家买。""
你拎着东西往山上走，越想越觉得：这便宜是宗门名字赊给你的，回头得在差事上还。",正经+冷幽默,定稿,山脚市集采办份例,sect_qingyun
adventure_event,sect_trial,金丹-元婴,通用,通用,05,"日头西斜时你回到山门，把差事单和余下的份例一起交回执事堂。
清微道长一样样点了过去，末了在单子上勾了一笔：""齐了。""
你退出门时听见他拨算盘的声音——山门里的日子，又把你接了回来。",正经,定稿,回山交令,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,06,"官道上的茶亭，是下山弟子最爱歇脚的地方——茶钱从简，续水不要钱。
你坐下时，对面一个货郎正给茶博士讲山下的新鲜事，讲得茶博士勺子都忘了放。
你听了一耳朵：山下的日子，和山上的规矩，是两本账。",正经,定稿,官道茶亭,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,07,"下山路过一个村口，你被一群孩子围住，个个仰头问：""仙长，你会飞吗？""
你认真想了想：""现在还不会——等会了，先飞回来给你们看。""
孩子们哄笑着散开，你摸摸鼻子往山下走：大话已经许出去了，得练了。",正经+冷幽默,定稿,村口,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,08,"云州渡口的船家认得青云门的腰牌，过河只收半价，还多送你一程船头。
你站在船头看两岸的田垄往后退，风里有稻花的甜味。
摆渡的老船家说，他年轻时也差点上山修行——后来觉得，撑船比打坐踏实。",正经,定稿,渡口,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,09,"冬日山道落了雪，你踩着半尺深的雪下山，一脚下去一个坑。
走到半道，身后多了一串脚印——你回头，是一只不知哪来的狗，跟了你一路。
你分它半个干粮，它吃完又跟上——你俩大眼瞪小眼：这趟差事，算它的，还是算你的？",正经+冷幽默,定稿,山道雪径,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,10,"半山的驿站是上下山弟子的中转处，你进去烤火时，已经坐了三个同门。
谁也不说话，各自对着火堆出神——出门的想山门，回山的想山下。
你添了根柴，火光跳了跳：这半天，谁都把差事在心里过了一遍。",正经,定稿,半山驿站,sect_qingyun
adventure_event,sect_trial,通用,云州,通用,11,"山脚的石桥是下山最后一道景——桥头立着一块碑，写着""青云门下，与人为善""。
你每次路过都在琢磨这八个字，这回终于琢磨明白了：大概是怕弟子在自家门口惹事。
你对着碑拱了拱手，把这八个字收进怀里——出门在外，它就是你的名帖。
---",正经+冷幽默,定稿,山脚石桥,sect_qingyun
adventure_event,elder_guidance,通用,通用,通用,01,"方丈玄渡让你端一碗水绕寺走三圈，水不许洒。
走完三圈，他接过碗，看了看水面，只问了一句：""你看见路了，还是只看见了碗？""
你愣了愣——回寺的路上，你光顾着看碗，忘了看路。",正经,定稿,考校,sect_jingang
adventure_event,elder_guidance,金丹-元婴,通用,通用,02,"玄渡一掌抵在你背上，小半日光景，你气血里的滞涩被一寸寸化开。
他收手时额角见了细汗，声音却稳：""皮囊是渡船，别让它先沉了。""
你起身拜谢，背上的暖意久久不散——这一掌，胜读三年经。",正经,定稿,传法画面,sect_jingang
adventure_event,elder_guidance,练气-筑基,通用,通用,03,"后山石洞里，你对着拳谱枯坐三日，筋骨越练越僵。
净持路过看了一眼：""你在跟拳谱较劲，还是跟你自己较劲？""
你豁然——较劲的对象错了，拳先顺了一半。",正经,定稿,点化,sect_jingang
adventure_event,elder_guidance,练气-筑基,通用,通用,04,"戒律堂前，净持脱了袈裟，给你打了一趟最基础的罗汉拳。
不快，但每一拳都像夯进地里，拳风压得你衣角贴背。
他收势：""架子正，拳才正。""你照着重走三遍，第三遍才听出拳风里的规矩。",正经,定稿,演武示范,sect_jingang
adventure_event,elder_guidance,金丹-元婴,通用,通用,05,"下山前夜，玄渡把你叫到佛前，良久只问了一句：""你下山，是去度人，还是去证自己？""
你答不上来，他也没等答案，只把一串旧念珠放进你手里。
山门外风大，你攥着念珠想了一路——这个问题，够你想很久。",正经,定稿,赠言,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,06,"伽蓝殿的香火经年不歇，你值殿时，把殿前石阶扫了三遍。
一位老香客跪了许久，起身时问你：""师父，寺里的灯，夜夜亮着，是照给谁看的？""
你想了一夜，第二天才答自己：照给赶夜路的人看。",正经,定稿,伽蓝殿,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,07,"藏经楼的楼梯比山道还陡，你借那卷手抄的注疏，守楼的老僧把钥匙搁在柜台上：""经有脾气，读急了它不认你。""
你抱着经卷上楼，脚下的吱呀声一路跟着。
读到一半你果然卡住了——老僧的话，在书页间等着你。",正经,定稿,藏经楼,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,08,"祖师塔林在寺后高坡上，雪盖着一座座石塔，塔尖的铜铃结了冰。
你被派去扫塔，把每座塔前的积雪清出一条道来。
扫到最老的那座时，你发现塔基上新刻了一行小字——是今春圆寂的师兄的名字。",正经,定稿,祖师塔林,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,09,"药王殿的香案上供着一尊药王，殿角的药柜比人高，一味味贴着黄签。
你伤了筋，来请跌打药，管药的老僧抓了药，又往你掌心放了一粒蜜丸。
""药苦，蜜不苦。""他说。你含着蜜丸出殿，连伤处都觉得没那么疼了。",正经,定稿,药王殿,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,10,"钟楼的梁上挂满冰棱，你值钟，寅时三刻撞第一响。
钟声贴着雪地滚出去，惊起岗上几只寒鸦，又落回雪里。
你数着回音等第二响——北地的晨，是从这一声开始醒的。",正经,定稿,钟楼,sect_jingang
adventure_event,elder_guidance,通用,朔州,通用,11,"夜半，你在禅房外徘徊，想白日里一句没参透的话。
屋里的灯亮了，玄渡的声音从窗缝透出来：""进来说。""
你推门进去，他正往炉里添炭，也不看你。炭火噼啪响了一声，他拨了拨灰：“说。”",正经,定稿,禅房,sect_jingang
adventure_event,sect_errand,通用,通用,通用,01,"戒律堂里，净持把一块木牌推到你面前：""后山巡夜，三更到五更。""
你领了牌子要走，他补一句：""巡的是山，守的是心。别走神。""
山里的夜风硬，你攥着牌子想：守心，比守山难。",正经,定稿,派差,sect_jingang
adventure_event,sect_errand,练气-筑基,通用,通用,02,"冬夜巡山，雪没过脚踝，你提着灯笼沿山道走，一步一个响。
走到断崖边，你看见两行新鲜的兽印——是夜行的狼，往寺后去了。
你吹熄灯笼，贴着崖壁跟上去；天亮时，兽印消失在寺墙外的松林里。",正经,定稿,巡山,sect_jingang
adventure_event,sect_errand,金丹-元婴,通用,通用,03,"秋深，寺里存粮见底，净持派你下山化缘。
你走了三个村镇，大半个粮袋满了——布施的农人不多话，往袋里添粮时手很稳。
回山路上你想：化来的不是粮，是人情；人情这东西，得慢慢还。",正经,定稿,化缘募粮,sect_jingang
adventure_event,sect_errand,练气-筑基,通用,通用,04,"守山门是件顶熬人的差事——你站了一天，看了四回云，数了两遍台阶。
日头偏西时，来了一只寻路的狐狸，在你脚边蹲下，也不怕人。
你分了它半块干粮，它叼着跑了；第二天，你门口多了几颗野果，摆得整整齐齐。",正经,定稿,守山门,sect_jingang
adventure_event,sect_errand,金丹-元婴,通用,通用,05,"巡夜回来，你把木牌交回戒律堂，净持接过，在簿子上勾了一笔。
他抬眼看了看你眼底：""一夜没合眼？今晚不必巡了。""
你愣住——倒是头一回见戒律堂的簿子上，记下""免差""两个字。",正经,定稿,交差,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,06,"寺里的柴房缺人，你被派去劈了一天的柴。
劈到日暮，你看着码得齐整的柴垛，忽然明白寺里为什么总说""一日不作，一日不食""。
收工时，伙房的老僧多给了你一个热馒头。",正经,定稿,柴房,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,07,"地窖里存着过冬的菜，你被派下去清点，窖口呼出的气都成了白雾。
你点完菜，又顺手把角落一坛腌菜翻了个面——坛口结了霜，腌菜倒是脆生生的。
上来时你带了两颗萝卜，伙房的老僧见了：""窖里凉，别久待。""",正经,定稿,地窖,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,08,"北风把寺墙吹裂了一道口子，你提了泥桶去补，补到一半手冻僵了。
你呵着气搓了搓手，把最后一铲泥拍实，又沿着墙根走了一趟，看还有没有别处露风。
巡到东墙时，你发现菜园边的棚下蹲着一只冻得发抖的野猫——你把它抱进棚里，垫了件旧僧衣。",正经,定稿,菜园,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,09,"寮房里分派冬日的杂务，你领了""巡夜备炭""的差事，把各屋的炭盆一一添满。
添到一间空寮时，你看见桌上压着一封没寄出的家书——是下山师兄的字迹。
你添了炭，把家书原样压好，退出去掩上门。",正经,定稿,寮房,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,10,"放生池半结了冰，你敲开一角，给池里的鱼透气，又洒了一把碎米。
池边的石栏上，有人刻着""放生""两个字，字口被岁月磨圆了。
你蹲着看鱼抢食，看了半晌——池水安静，心里也跟着安静。",正经,定稿,放生池,sect_jingang
adventure_event,sect_errand,通用,朔州,通用,11,"斋堂的云板一响，弟子们放下手里的活计鱼贯进来，各自落座，等诵过供养偈才动筷。
你帮着分粥，分到最后，锅底还有一勺——你匀给了个子最小的那个沙弥。
他自己没吃，先把碗端到佛前供了一炷香的时间，才回来吃那半碗凉粥。",正经,定稿,斋堂,sect_jingang
adventure_event,sect_duel,练气-筑基,通用,通用,01,"罗汉堂的晨课，列队点名，轮到你时，教习的师兄顿了顿：""昨夜巡山，可还撑得住？""
你答""撑得住""，他点头，在簿上记了一笔，合十念了一声佛。
晨光斜进堂来，你把背挺直——寺里的规矩，不问苦，只问撑不撑得住。",正经,定稿,校场点名,sect_jingang
